010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.5486.01	tieneGeneralidad	  ,
010.000.4489.00	tieneGeneralidad	  ,
010.000.5485.00	tieneGeneralidad	y
010.000.5485.01	tieneGeneralidad	y
010.000.5486.00	tieneGeneralidad	y
010.000.5486.01	tieneGeneralidad	y
010.000.4489.00	tieneGeneralidad	y
010.000.5485.00	tieneGeneralidad	.
010.000.5485.01	tieneGeneralidad	.
010.000.5486.00	tieneGeneralidad	.
010.000.5486.01	tieneGeneralidad	.
010.000.4489.00	tieneGeneralidad	.
040.000.5710.00	tieneGeneralidad	es
040.000.5711.00	tieneGeneralidad	es
040.000.5712.00	tieneGeneralidad	es
040.000.5713.00	tieneGeneralidad	es
040.000.5710.00	tieneGeneralidad	selectivo
040.000.5711.00	tieneGeneralidad	selectivo
040.000.5712.00	tieneGeneralidad	selectivo
040.000.5713.00	tieneGeneralidad	selectivo
040.000.5710.00	tieneGeneralidad	son
040.000.5711.00	tieneGeneralidad	son
040.000.5712.00	tieneGeneralidad	son
040.000.5713.00	tieneGeneralidad	son
040.000.5710.00	tieneGeneralidad	.
040.000.5711.00	tieneGeneralidad	.
040.000.5712.00	tieneGeneralidad	.
040.000.5713.00	tieneGeneralidad	.
040.000.5710.00	tieneGeneralidad	se
040.000.5711.00	tieneGeneralidad	se
040.000.5712.00	tieneGeneralidad	se
040.000.5713.00	tieneGeneralidad	se
010.000.5489.00	muestra	 una gran afinidad a los receptores
010.000.5494.00	muestra	 una gran afinidad a los receptores
010.000.4487.00	tieneGeneralidad	inhibidor
010.000.4487.00	tieneGeneralidad	selectivo
010.000.4487.00	tieneGeneralidad	de
010.000.4487.00	tieneGeneralidad	en
010.000.4487.00	tieneGeneralidad	Sistema nervioso
040.000.3258.00	tieneGeneralidad	5-ht2
040.000.3262.00	tieneGeneralidad	5-ht2
040.000.3268.00	tieneGeneralidad	5-ht2
040.000.3258.00	tieneGeneralidad	y
040.000.3262.00	tieneGeneralidad	y
040.000.3268.00	tieneGeneralidad	y
040.000.3258.00	tieneGeneralidad	.
040.000.3262.00	tieneGeneralidad	.
040.000.3268.00	tieneGeneralidad	.
040.000.3258.00	tieneGeneralidad	oral
040.000.3262.00	tieneGeneralidad	oral
040.000.3268.00	tieneGeneralidad	oral
040.000.3258.00	tieneGeneralidad	.
040.000.3262.00	tieneGeneralidad	.
040.000.3268.00	tieneGeneralidad	.
040.000.3258.00	tieneGeneralidad	media
040.000.3262.00	tieneGeneralidad	media
040.000.3268.00	tieneGeneralidad	media
040.000.3258.00	tieneGeneralidad	.
040.000.3262.00	tieneGeneralidad	.
040.000.3268.00	tieneGeneralidad	.
040.000.4484.00	tieneGeneralidad	y
040.000.4484.00	tieneGeneralidad	  ,
040.000.4484.00	tieneGeneralidad	que
040.000.4484.00	favorece	efecto
040.000.3241.00	tieneGeneralidad	que
040.000.3241.01	tieneGeneralidad	que
040.000.3241.00	inhibeA	 los receptores dopaminérgicos
040.000.3241.01	inhibeA	 los receptores dopaminérgicos
010.000.4488.00	tieneGeneralidad	cuya
010.000.4488.00	tieneGeneralidad	se
010.000.4488.00	controlaMediante	 difusión a través de la membrana celular
010.000.5483.00	tieneGeneralidad	  ,
010.000.5484.00	tieneGeneralidad	  ,
010.000.5484.01	tieneGeneralidad	  ,
010.000.2503.00	reduce	 la producción de ácido úrico
010.000.2503.01	reduce	 la producción de ácido úrico
010.000.3451.00	reduce	 la producción de ácido úrico
010.000.3409.00	reduce	 la movilidad leucocitaria
010.000.3417.00	tieneGeneralidad	  ,
010.000.5501.00	tieneGeneralidad	  ,
010.000.3417.00	tieneGeneralidad	y
010.000.5501.00	tieneGeneralidad	y
010.000.3417.00	tieneGeneralidad	.
010.000.5501.00	tieneGeneralidad	.
010.000.3417.00	bloquea	 migración leucocitaria
010.000.5501.00	bloquea	 migración leucocitaria
010.000.2504.00	produce	 su efecto antiinflamatorio
010.000.3421.00	tieneGeneralidad	  , que
010.000.3423.00	tieneGeneralidad	  , que
010.000.3421.00	inhibeEn	 forma selectiva ciclooxigenasa
010.000.3423.00	inhibeEn	 forma selectiva ciclooxigenasa
010.000.3444.00	tieneGeneralidad	  ,
010.000.3444.00	reduce	 la transmisión de impulsos
010.000.3444.00	reduce	 médula
010.000.3444.00	reduce	espinal
010.000.3407.00	tieneGeneralidad	  ,
010.000.3419.00	tieneGeneralidad	  ,
010.000.3407.00	tieneGeneralidad	y
010.000.3419.00	tieneGeneralidad	y
010.000.3407.00	tieneGeneralidad	.
010.000.3419.00	tieneGeneralidad	.
010.000.3415.00	inhibe	 la biosíntesis de prostaglandinas
010.000.0472.00	tieneGeneralidad	.
010.000.0472.00	induce	 la transcripción de rna
010.000.5503.00	tieneGeneralidad	  ,
010.000.5503.00	tieneGeneralidad	y
010.000.5503.00	tieneGeneralidad	.
010.000.3405.00	tieneGeneralidad	  ,
010.000.3405.01	tieneGeneralidad	  ,
010.000.3406.00	tieneGeneralidad	  ,
010.000.3406.01	tieneGeneralidad	  ,
010.000.3405.00	tieneGeneralidad	e
010.000.3405.01	tieneGeneralidad	e
010.000.3406.00	tieneGeneralidad	e
010.000.3406.01	tieneGeneralidad	e
010.000.3405.00	tieneGeneralidad	  , con
010.000.3405.01	tieneGeneralidad	  , con
010.000.3406.00	tieneGeneralidad	  , con
010.000.3406.01	tieneGeneralidad	  , con
010.000.3405.00	tieneGeneralidad	de
010.000.3405.01	tieneGeneralidad	de
010.000.3406.00	tieneGeneralidad	de
010.000.3406.01	tieneGeneralidad	de
010.000.3405.00	da	 un perfil de gran potencia analgésica
010.000.3405.01	da	 un perfil de gran potencia analgésica
010.000.3406.00	da	 un perfil de gran potencia analgésica
010.000.3406.01	da	 un perfil de gran potencia analgésica
010.000.4512.00	bloquea	 la acción del factor
010.000.4512.01	bloquea	 la acción del factor
010.000.4512.02	bloquea	 la acción del factor
010.000.4512.03	bloquea	 la acción del factor
010.000.4512.00	bloquea	necrosis
010.000.4512.01	bloquea	necrosis
010.000.4512.02	bloquea	necrosis
010.000.4512.03	bloquea	necrosis
010.000.4503.00	tieneGeneralidad	se
010.000.4503.00	tieneGeneralidad	que
010.000.4503.00	altera	 el metabolismo celular
010.000.3461.00	altera	metabolismo de las purinas
010.000.2141.00	estimula	 la transcripción del rnam
010.000.2153.00	disminuye	 la inflamación
010.000.5825.00	tieneGeneralidad	que
010.000.5826.00	tieneGeneralidad	que
010.000.5825.00	uneAl	 estimulador linfocitos blys
010.000.5826.00	uneAl	 estimulador linfocitos blys
010.000.5505.00	tieneGeneralidad	)
010.000.5506.00	tieneGeneralidad	)
010.000.5795.00	tieneGeneralidad	tiene
010.000.3999.00	tieneGeneralidad	-
010.000.3999.01	tieneGeneralidad	-
010.000.3999.00	tieneGeneralidad	y
010.000.3999.01	tieneGeneralidad	y
010.000.3999.00	tieneGeneralidad	modulando
010.000.3999.01	tieneGeneralidad	modulando
010.000.3999.00	tieneGeneralidad	Metabolismo de la
010.000.3999.01	tieneGeneralidad	Metabolismo de la
010.000.3999.00	tieneGeneralidad	 colágena
010.000.3999.01	tieneGeneralidad	 colágena
010.000.4241.00	tieneGeneralidad	y
010.000.3432.00	tieneGeneralidad	y
010.000.4241.00	tieneGeneralidad	la
010.000.3432.00	tieneGeneralidad	la
010.000.4241.00	tieneGeneralidad	y
010.000.3432.00	tieneGeneralidad	y
010.000.4241.00	estimula	 la médula ósea
010.000.3432.00	estimula	 la médula ósea
010.000.4510.00	tieneGeneralidad	de
010.000.4510.01	tieneGeneralidad	de
010.000.4511.00	tieneGeneralidad	de
010.000.4511.01	tieneGeneralidad	de
010.000.4511.02	tieneGeneralidad	de
010.000.4510.00	tieneGeneralidad	p
010.000.4510.01	tieneGeneralidad	p
010.000.4511.00	tieneGeneralidad	p
010.000.4511.01	tieneGeneralidad	p
010.000.4511.02	tieneGeneralidad	p
010.000.4510.00	tieneGeneralidad	necrosis
010.000.4510.01	tieneGeneralidad	necrosis
010.000.4511.00	tieneGeneralidad	necrosis
010.000.4511.01	tieneGeneralidad	necrosis
010.000.4511.02	tieneGeneralidad	necrosis
010.000.4510.00	tieneGeneralidad	Necrosis
010.000.4510.01	tieneGeneralidad	Necrosis
010.000.4511.00	tieneGeneralidad	Necrosis
010.000.4511.01	tieneGeneralidad	Necrosis
010.000.4511.02	tieneGeneralidad	Necrosis
010.000.4510.00	tieneGeneralidad	 tumoral humano
010.000.4510.01	tieneGeneralidad	 tumoral humano
010.000.4511.00	tieneGeneralidad	 tumoral humano
010.000.4511.01	tieneGeneralidad	 tumoral humano
010.000.4511.02	tieneGeneralidad	 tumoral humano
010.000.5699.00	tieneGeneralidad	oral de
010.000.5950.00	tieneGeneralidad	recombinante
010.000.6019.00	tieneGeneralidad	es
010.000.6019.00	tieneGeneralidad	tejido conectivo que
010.000.3412.00	produce	 su efecto antinflamatorio
010.000.3412.01	produce	 su efecto antinflamatorio
010.000.3413.00	produce	 su efecto antinflamatorio
010.000.4508.00	tieneGeneralidad	alfa de
010.000.4508.00	tiene	volumen
010.000.4514.00	tieneGeneralidad	activo de
010.000.4515.00	tieneGeneralidad	activo de
010.000.4514.00	tieneGeneralidad	)
010.000.4515.00	tieneGeneralidad	)
010.000.4514.00	tieneGeneralidad	.
010.000.4515.00	tieneGeneralidad	.
010.000.4514.00	tieneGeneralidad	inhibe
010.000.4515.00	tieneGeneralidad	inhibe
010.000.4514.00	inhibe	 la proliferación de las células t síntesis
010.000.4515.00	inhibe	 la proliferación de las células t síntesis
010.000.3443.00	reduce	 la transmisión de impulsos
010.000.3443.00	reduce	 médula
010.000.3443.00	reduce	espinal
010.000.3453.00	aumenta	 la excreción de ácido úrico
010.000.4513.00	tieneGeneralidad	  ,
010.000.4516.00	tieneGeneralidad	  ,
010.000.6047.00	tieneGeneralidad	  ,
010.000.4513.00	tieneGeneralidad	)
010.000.4516.00	tieneGeneralidad	)
010.000.6047.00	tieneGeneralidad	)
010.000.4513.00	tieneGeneralidad	y
010.000.4516.00	tieneGeneralidad	y
010.000.6047.00	tieneGeneralidad	y
010.000.4513.00	tieneGeneralidad	)
010.000.4516.00	tieneGeneralidad	)
010.000.6047.00	tieneGeneralidad	)
010.000.4513.00	tieneGeneralidad	se
010.000.4516.00	tieneGeneralidad	se
010.000.6047.00	tieneGeneralidad	se
010.000.6111.00	tieneGeneralidad	es
010.000.6111.01	tieneGeneralidad	es
010.000.6111.00	tieneGeneralidad	y
010.000.6111.01	tieneGeneralidad	y
010.000.6111.00	tieneGeneralidad	las
010.000.6111.01	tieneGeneralidad	las
010.000.6111.00	tieneGeneralidad	con
010.000.6111.01	tieneGeneralidad	con
010.000.6111.00	tieneGeneralidad	Grado de
010.000.6111.01	tieneGeneralidad	Grado de
010.000.6111.00	tieneGeneralidad	 selectividad contra otras cinasas en el genoma humano
010.000.6111.01	tieneGeneralidad	 selectividad contra otras cinasas en el genoma humano
010.000.6111.00	tieneGeneralidad	inhibe
010.000.6111.01	tieneGeneralidad	inhibe
010.000.6111.00	inhibeA	 jak1
010.000.6111.01	inhibeA	 jak1
010.000.3673.00	tieneGeneralidad	  ,
010.000.3674.00	tieneGeneralidad	  ,
010.000.3673.00	tieneGeneralidad	y
010.000.3674.00	tieneGeneralidad	y
010.000.3673.00	tieneGeneralidad	y
010.000.3674.00	tieneGeneralidad	y
010.000.3673.00	tieneGeneralidad	.
010.000.3674.00	tieneGeneralidad	.
010.000.3608.00	tieneGeneralidad	más
010.000.3609.00	tieneGeneralidad	más
010.000.3608.00	tieneGeneralidad	  , en
010.000.3609.00	tieneGeneralidad	  , en
010.000.3608.00	tieneGeneralidad	mantiene
010.000.3609.00	tieneGeneralidad	mantiene
010.000.3608.00	mantiene	 la presión osmótica
010.000.3609.00	mantiene	 la presión osmótica
010.000.3611.00	tieneGeneralidad	que
010.000.3612.00	tieneGeneralidad	que
010.000.3611.00	contiene	cloruro de sodio
010.000.3612.00	contiene	cloruro de sodio
010.000.3622.00	tieneGeneralidad	exageradas
010.000.3623.00	tieneGeneralidad	exageradas
010.000.3622.00	tieneGeneralidad	  , diarrea
010.000.3623.00	tieneGeneralidad	  , diarrea
010.000.3622.00	tieneGeneralidad	;
010.000.3623.00	tieneGeneralidad	;
010.000.3622.00	tieneGeneralidad	oral
010.000.3623.00	tieneGeneralidad	oral
010.000.3622.00	tieneGeneralidad	temprana_es
010.000.3623.00	tieneGeneralidad	temprana_es
010.000.3622.00	tieneGeneralidad	.
010.000.3623.00	tieneGeneralidad	.
010.000.3622.00	tieneGeneralidad	mejora
010.000.3623.00	tieneGeneralidad	mejora
010.000.3622.00	mejora	 la absorción neta
010.000.3623.00	mejora	 la absorción neta
010.000.3622.00	mejora	agua en
010.000.3623.00	mejora	agua en
010.000.3622.00	mejora	 el organismo
010.000.3623.00	mejora	 el organismo
010.000.3601.00	tieneGeneralidad	.
010.000.3630.00	tieneGeneralidad	.
010.000.3607.00	tieneGeneralidad	.
010.000.3601.00	tieneGeneralidad	inyectables
010.000.3630.00	tieneGeneralidad	inyectables
010.000.3607.00	tieneGeneralidad	inyectables
010.000.3601.00	tieneGeneralidad	5
010.000.3630.00	tieneGeneralidad	5
010.000.3607.00	tieneGeneralidad	5
010.000.3601.00	tieneGeneralidad	;
010.000.3630.00	tieneGeneralidad	;
010.000.3607.00	tieneGeneralidad	;
010.000.3601.00	cubre	necesidades
010.000.3630.00	cubre	necesidades
010.000.3607.00	cubre	necesidades
010.000.3614.00	tieneGeneralidad	también
010.000.3615.00	tieneGeneralidad	también
010.000.3616.00	tieneGeneralidad	también
010.000.3614.00	tieneGeneralidad	de
010.000.3615.00	tieneGeneralidad	de
010.000.3616.00	tieneGeneralidad	de
010.000.3614.00	tieneGeneralidad	es
010.000.3615.00	tieneGeneralidad	es
010.000.3616.00	tieneGeneralidad	es
010.000.3614.00	contiene	 electrolitos esenciales en el organismo
010.000.3615.00	contiene	 electrolitos esenciales en el organismo
010.000.3616.00	contiene	 electrolitos esenciales en el organismo
010.000.3675.00	tieneGeneralidad	  ,
010.000.3675.00	tieneGeneralidad	y
010.000.3675.00	tieneGeneralidad	y
010.000.3675.00	tieneGeneralidad	.
010.000.3663.00	tieneGeneralidad	  ,
010.000.3663.01	tieneGeneralidad	  ,
010.000.3666.00	tieneGeneralidad	  ,
010.000.3666.01	tieneGeneralidad	  ,
010.000.3663.00	tieneGeneralidad	constituido
010.000.3663.01	tieneGeneralidad	constituido
010.000.3666.00	tieneGeneralidad	constituido
010.000.3666.01	tieneGeneralidad	constituido
010.000.3663.00	tieneGeneralidad	.
010.000.3663.01	tieneGeneralidad	.
010.000.3666.00	tieneGeneralidad	.
010.000.3666.01	tieneGeneralidad	.
010.000.3663.00	aumenta	 el volumen plasmático
010.000.3663.01	aumenta	 el volumen plasmático
010.000.3666.00	aumenta	 el volumen plasmático
010.000.3666.01	aumenta	 el volumen plasmático
010.000.3619.00	tieneGeneralidad	en
010.000.3618.00	tieneGeneralidad	en
010.000.3619.00	tieneGeneralidad	acuoso_  , se
010.000.3618.00	tieneGeneralidad	acuoso_  , se
010.000.3619.00	disociaEn	 iones
010.000.3618.00	disociaEn	 iones
010.000.3619.00	disociaEn	bicarbonato
010.000.3618.00	disociaEn	bicarbonato
010.000.0524.00	tieneGeneralidad	esencial
010.000.0524.00	tieneGeneralidad	cardiaca y
010.000.0524.00	disminuye	 el riesgo hipokalemia
010.000.3671.00	tieneGeneralidad	más
010.000.3626.00	tieneGeneralidad	más
010.000.3633.00	tieneGeneralidad	más
010.000.3634.00	tieneGeneralidad	más
010.000.3627.00	tieneGeneralidad	más
010.000.3610.00	tieneGeneralidad	más
010.000.5386.00	tieneGeneralidad	más
010.000.3671.00	tieneGeneralidad	  , en
010.000.3626.00	tieneGeneralidad	  , en
010.000.3633.00	tieneGeneralidad	  , en
010.000.3634.00	tieneGeneralidad	  , en
010.000.3627.00	tieneGeneralidad	  , en
010.000.3610.00	tieneGeneralidad	  , en
010.000.5386.00	tieneGeneralidad	  , en
010.000.3671.00	tieneGeneralidad	mantiene
010.000.3626.00	tieneGeneralidad	mantiene
010.000.3633.00	tieneGeneralidad	mantiene
010.000.3634.00	tieneGeneralidad	mantiene
010.000.3627.00	tieneGeneralidad	mantiene
010.000.3610.00	tieneGeneralidad	mantiene
010.000.5386.00	tieneGeneralidad	mantiene
010.000.3671.00	mantiene	 la presión osmótica
010.000.3626.00	mantiene	 la presión osmótica
010.000.3633.00	mantiene	 la presión osmótica
010.000.3634.00	mantiene	 la presión osmótica
010.000.3627.00	mantiene	 la presión osmótica
010.000.3610.00	mantiene	 la presión osmótica
010.000.5386.00	mantiene	 la presión osmótica
010.000.3613.00	tieneGeneralidad	que
010.000.3613.00	contiene	cloruro de sodio
010.000.4551.00	tieneGeneralidad	cuyo
010.000.0641.00	tieneGeneralidad	cuyo
010.000.4551.00	tieneGeneralidad	es
010.000.0641.00	tieneGeneralidad	es
010.000.4551.00	tieneGeneralidad	del
010.000.0641.00	tieneGeneralidad	del
010.000.4551.00	extrae	 líquidos del espacio
010.000.0641.00	extrae	 líquidos del espacio
010.000.4551.00	extrae	intersticial en
010.000.0641.00	extrae	intersticial en
010.000.4551.00	extrae	relación
010.000.0641.00	extrae	relación
010.000.3617.00	tieneGeneralidad	esencial
010.000.3617.00	tieneGeneralidad	cardiaca y
010.000.3617.00	disminuye	riesgo de
010.000.3617.00	disminuye	 hipokalemia en pacientes
010.000.3620.00	tieneGeneralidad	esencial que
010.000.3620.01	tieneGeneralidad	esencial que
010.000.3620.00	mantiene	integridad
010.000.3620.01	mantiene	integridad
010.000.3604.00	tieneGeneralidad	.
010.000.3605.00	tieneGeneralidad	.
010.000.3625.00	tieneGeneralidad	.
010.000.3624.00	tieneGeneralidad	.
010.000.3606.00	tieneGeneralidad	.
010.000.3631.00	tieneGeneralidad	.
010.000.3632.00	tieneGeneralidad	.
010.000.3604.00	tieneGeneralidad	inyectables
010.000.3605.00	tieneGeneralidad	inyectables
010.000.3625.00	tieneGeneralidad	inyectables
010.000.3624.00	tieneGeneralidad	inyectables
010.000.3606.00	tieneGeneralidad	inyectables
010.000.3631.00	tieneGeneralidad	inyectables
010.000.3632.00	tieneGeneralidad	inyectables
010.000.3604.00	tieneGeneralidad	5
010.000.3605.00	tieneGeneralidad	5
010.000.3625.00	tieneGeneralidad	5
010.000.3624.00	tieneGeneralidad	5
010.000.3606.00	tieneGeneralidad	5
010.000.3631.00	tieneGeneralidad	5
010.000.3632.00	tieneGeneralidad	5
010.000.3604.00	tieneGeneralidad	  ,
010.000.3605.00	tieneGeneralidad	  ,
010.000.3625.00	tieneGeneralidad	  ,
010.000.3624.00	tieneGeneralidad	  ,
010.000.3606.00	tieneGeneralidad	  ,
010.000.3631.00	tieneGeneralidad	  ,
010.000.3632.00	tieneGeneralidad	  ,
010.000.3604.00	cubre	necesidades
010.000.3605.00	cubre	necesidades
010.000.3625.00	cubre	necesidades
010.000.3624.00	cubre	necesidades
010.000.3606.00	cubre	necesidades
010.000.3631.00	cubre	necesidades
010.000.3632.00	cubre	necesidades
010.000.2306.00	tieneGeneralidad	que
010.000.3661.00	posee	presión
010.000.3664.00	posee	presión
010.000.4552.00	tieneGeneralidad	proporciona
010.000.3662.00	tieneGeneralidad	proporciona
010.000.4552.00	proporciona	 una presión oncótica intravascular relación
010.000.3662.00	proporciona	 una presión oncótica intravascular relación
010.000.2505.00	tieneGeneralidad	que
010.000.2505.00	acepto	 protones
020.000.3841.00	tieneGeneralidad	que
020.000.3845.00	tieneGeneralidad	que
020.000.3845.00	neutraliza	efectos de la
020.000.3847.00	tieneGeneralidad	que
020.000.3848.00	tieneGeneralidad	que
020.000.3850.00	tieneGeneralidad	que
020.000.3849.00	tieneGeneralidad	que
020.000.3847.00	tiene	 una alta especificidad neutralizante de venenos
020.000.3848.00	tiene	 una alta especificidad neutralizante de venenos
020.000.3850.00	tiene	 una alta especificidad neutralizante de venenos
020.000.3849.00	tiene	 una alta especificidad neutralizante de venenos
020.000.6060.00	tieneGeneralidad	)
020.000.6060.00	tieneGeneralidad	son
020.000.6060.00	tieneGeneralidad	de
020.000.6060.00	tieneGeneralidad	usando
020.000.6060.00	tieneGeneralidad	de
020.000.6060.00	tieneGeneralidad	)
020.000.6060.00	tieneGeneralidad	de
020.000.6060.00	tieneGeneralidad	  ,
020.000.6060.00	tieneGeneralidad	de
020.000.6060.00	tieneGeneralidad	y
020.000.6060.00	tieneGeneralidad	.
020.000.2528.00	tieneGeneralidad	activa
020.000.2528.01	tieneGeneralidad	activa
020.000.2528.00	tieneGeneralidad	de
020.000.2528.01	tieneGeneralidad	de
020.000.3831.00	tieneGeneralidad	que
020.000.3831.01	tieneGeneralidad	que
020.000.3831.02	tieneGeneralidad	que
020.000.3831.00	proporciona	 inmunidad pasiva contra el tétanos
020.000.3831.01	proporciona	 inmunidad pasiva contra el tétanos
020.000.3831.02	proporciona	 inmunidad pasiva contra el tétanos
020.000.3832.00	proporciona	inmunidad
020.000.3842.00	tieneGeneralidad	que
020.000.3842.00	neutraliza	 el veneno alacranes
020.000.3844.00	tieneGeneralidad	que
020.000.3844.00	tieneGeneralidad	pasiva
020.000.3844.00	tieneGeneralidad	Rabia
020.000.3843.00	tieneGeneralidad	que
020.000.3843.00	neutraliza	 el veneno producido por la serpiente
020.000.3810.00	tieneGeneralidad	y
020.000.3810.01	tieneGeneralidad	y
020.000.3810.00	tieneGeneralidad	.
020.000.3810.01	tieneGeneralidad	.
020.000.2522.00	tieneGeneralidad	contra
020.000.2522.01	tieneGeneralidad	contra
